id,name,category,price
2956,Neon Pack,Adventure,15.02
2957,Crimson Booster,Strategy,9.81
2958,Void Pass,Shooter,17.91
2959,Shadow Token,Casual,76.11
2960,Epic Skin,Racing,7.06
2961,Solar Gem,Casual,27.42
2962,Crimson Crate,RPG,22.85
2963,Mystic Chest,Strategy,26.75
2964,Solar Pack,Sports,13.92
2965,Epic Skin,Strategy,48.22
2966,Neon Token,Shooter,23.69
2967,Legendary Upgrade,Adventure,92.07
2968,Legendary Skin,Sports,12.44
2969,Mystic Crate,Simulation,39.85
2970,Solar Pack,Shooter,25.11
2971,Neon Gem,Strategy,19.24
2972,Neon Chest,Simulation,10.35
2973,Crimson Bundle,Puzzle,89.54
2974,Legendary Pack,Adventure,15.62
2975,Crimson Crate,Puzzle,34.51
2976,Void Token,Casual,17.06
2977,Shadow Skin,Strategy,49.22
2978,Solar Booster,RPG,13.72
2979,Solar Upgrade,RPG,66.58
2980,Legendary Gem,Adventure,13.6
2981,Crimson Token,Sports,27.83
2982,Shadow Gem,Adventure,26.22
2983,Solar Token,Racing,20.05
2984,Quantum Skin,Sports,14.12
2985,Legendary Token,Adventure,20.42
2986,Mystic Pass,Sports,28.26
2987,Void Skin,Adventure,13.06
2988,Azure Crate,Simulation,15.16
2989,Shadow Skin,Shooter,12.02
2990,Neon Upgrade,Simulation,24.84
2991,Neon Pass,Strategy,87.56
2992,Solar Pack,Simulation,26.6
2993,Shadow Booster,Casual,13.21
2994,Neon Upgrade,Casual,24.08
2995,Mystic Bundle,Casual,37.54
2996,Neon Chest,Puzzle,30.99
2997,Crimson Pack,Casual,37.56
2998,Neon Booster,Puzzle,9.45
2999,Void Upgrade,Sports,35.76
3000,Shadow Token,Casual,34.11
3001,Neon Upgrade,Casual,14.15
3002,Legendary Crate,Racing,94.98
3003,Epic Booster,RPG,8.39
3004,Void Crate,Puzzle,59.73
3005,Solar Crate,Shooter,19.14
3006,Quantum Skin,Sports,21.17
3007,Azure Token,Strategy,31.18
3008,Mystic Crate,RPG,8.65
3009,Mystic Gem,RPG,129.21
3010,Shadow Bundle,Casual,28.14
3011,Azure Chest,Sports,10.67
3012,Neon Upgrade,Casual,20.47
3013,Neon Skin,Sports,23.65
3014,Neon Chest,Casual,26.9
3015,Solar Booster,RPG,14.89
3016,Void Token,Sports,49.36
3017,Quantum Crate,Puzzle,51.56
3018,Shadow Gem,Shooter,81.1
3019,Neon Token,Shooter,30.3
3020,Legendary Bundle,Racing,50.13
3021,Quantum Gem,Puzzle,70.1
3022,Neon Crate,Simulation,8.25
3023,Legendary Pass,Casual,95.65
3024,Epic Skin,Strategy,38.94
3025,Void Chest,RPG,16.35
3026,Void Pack,Casual,22.01
3027,Quantum Pack,Puzzle,18.6
3028,Quantum Booster,Adventure,11.72
3029,Mystic Pack,Puzzle,55.57
3030,Void Crate,Casual,83.27
3031,Azure Skin,RPG,7.2
3032,Crimson Pack,Casual,72.29
3033,Crimson Booster,Strategy,23.99
3034,Crimson Skin,Racing,34.74
3035,Legendary Upgrade,Shooter,13.03
3036,Void Booster,Puzzle,23.42
3037,Neon Skin,Sports,57.32
3038,Legendary Pack,Strategy,11.32
3039,Azure Token,Puzzle,36.26
3040,Neon Token,Shooter,45.94
3041,Shadow Token,RPG,18.32
3042,Quantum Booster,Racing,12.65
3043,Azure Pack,Simulation,21.93
3044,Shadow Token,Sports,70.79
3045,Epic Token,Adventure,38.03
3046,Void Upgrade,Sports,49.92
3047,Mystic Pack,Simulation,7.19
3048,Mystic Skin,Simulation,19.1
3049,Mystic Crate,Casual,21.65
3050,Solar Gem,Strategy,11.93
3051,Crimson Skin,Simulation,17.91
3052,Quantum Gem,Simulation,27.88
3053,Neon Bundle,Strategy,15.15
3054,Azure Upgrade,Racing,19.27
3055,Void Booster,RPG,42.23
3056,Void Gem,Shooter,16.98
3057,Neon Booster,Strategy,44.12
3058,Neon Pack,RPG,20.81
3059,Legendary Gem,RPG,15.28
3060,Epic Booster,RPG,55.84
3061,Azure Gem,Puzzle,26.57
3062,Legendary Pass,Shooter,4.71
3063,Epic Bundle,Racing,7.02
3064,Epic Pass,Strategy,15.06
3065,Crimson Token,Sports,18.5
3066,Legendary Upgrade,Casual,28.73
3067,Void Upgrade,RPG,26.3
3068,Void Skin,Sports,13.75
3069,Quantum Token,RPG,23.31
3070,Legendary Bundle,Adventure,19.41
3071,Azure Booster,Puzzle,17.32
3072,Shadow Upgrade,RPG,16.99
3073,Shadow Booster,Shooter,142.26
3074,Quantum Bundle,Shooter,11.62
3075,Quantum Pass,Simulation,13.15
3076,Neon Bundle,Puzzle,21.17
3077,Legendary Booster,Shooter,57.43
3078,Epic Skin,Puzzle,22.56
3079,Shadow Skin,Sports,27.82
3080,Void Pass,Adventure,82.38
3081,Crimson Crate,Casual,29.55
3082,Void Booster,Strategy,13.2
3083,Quantum Skin,Simulation,53.87
3084,Solar Token,Racing,24.82
3085,Solar Booster,Strategy,19.97
3086,Legendary Booster,Shooter,12.92
3087,Shadow Crate,RPG,25.39
3088,Epic Skin,Simulation,13.93
3089,Neon Gem,Simulation,23.32
3090,Quantum Chest,Sports,20.44
3091,Void Bundle,Strategy,47.49
3092,Mystic Pack,Simulation,10.33
3093,Azure Bundle,Puzzle,14.37
3094,Crimson Crate,Sports,35.06
3095,Void Gem,Racing,17.29
3096,Void Skin,Shooter,14.69
3097,Solar Pass,Strategy,25.46
3098,Shadow Booster,Casual,19.33
3099,Crimson Skin,RPG,10.17
3100,Mystic Pass,Casual,6.26
3101,Crimson Token,Racing,57.37
3102,Crimson Crate,Shooter,35.56
3103,Legendary Crate,RPG,61.76
3104,Legendary Chest,Shooter,9.28
3105,Mystic Booster,Strategy,86.47
3106,Crimson Upgrade,Sports,22.62
3107,Legendary Pack,Racing,8.06
3108,Azure Booster,Shooter,37.94
3109,Crimson Gem,Puzzle,15.87
3110,Crimson Gem,Sports,59.36
3111,Solar Pass,Shooter,12.09
3112,Neon Token,Racing,44.28
3113,Mystic Crate,Racing,9.33
3114,Solar Pack,Sports,20.62
3115,Neon Bundle,Sports,39.16
3116,Void Bundle,Racing,53.58
3117,Legendary Bundle,Shooter,6.1
3118,Azure Gem,Simulation,30.53
3119,Solar Pack,Strategy,43.17
3120,Mystic Gem,Racing,17.3
3121,Legendary Skin,Racing,17.94
3122,Crimson Chest,Casual,5.8
3123,Crimson Upgrade,Racing,27.9
3124,Mystic Crate,Strategy,21.87
3125,Epic Upgrade,Casual,16.33
3126,Quantum Upgrade,Simulation,17.94
3127,Neon Skin,Racing,13.78
3128,Azure Skin,Sports,29.86
3129,Epic Upgrade,Puzzle,25.25
3130,Shadow Bundle,RPG,30.88
3131,Neon Gem,Shooter,25.77
3132,Void Pack,Strategy,38.19
3133,Solar Pack,RPG,55.58
3134,Neon Chest,Racing,13.36
3135,Neon Booster,Puzzle,13.54
3136,Void Crate,Puzzle,19.84
3137,Quantum Upgrade,Simulation,15.76
3138,Quantum Pass,RPG,54.6
3139,Epic Token,Strategy,26.8
3140,Azure Token,Puzzle,15.51
3141,Azure Pack,RPG,25.89
3142,Neon Crate,Adventure,22.82
3143,Mystic Pass,Shooter,28.69
3144,Azure Chest,Racing,23.51
3145,Mystic Pass,Adventure,25.06
3146,Solar Skin,Casual,43.16
3147,Mystic Pack,Sports,14.86
3148,Crimson Pack,Racing,20.38
3149,Mystic Crate,Puzzle,38.31
3150,Solar Pack,RPG,33.83
3151,Mystic Gem,Simulation,12.08
3152,Void Upgrade,RPG,14.03
3153,Azure Gem,Simulation,10.94
3154,Quantum Pack,Adventure,20.26
3155,Crimson Pass,Shooter,41.16
3156,Shadow Gem,Strategy,34.0
3157,Void Upgrade,Shooter,22.47
3158,Epic Chest,RPG,9.05
3159,Solar Token,Sports,47.51
3160,Azure Gem,Casual,18.67
3161,Legendary Chest,Strategy,20.08
3162,Solar Token,Racing,19.56
3163,Neon Gem,Simulation,10.03
3164,Azure Upgrade,Simulation,60.43
3165,Azure Token,Shooter,68.15
3166,Crimson Chest,Simulation,21.9
3167,Quantum Crate,Casual,9.57
3168,Mystic Pass,Racing,46.14
3169,Solar Crate,Adventure,35.52
3170,Shadow Bundle,Racing,22.08
3171,Mystic Bundle,Racing,117.54
3172,Mystic Skin,Casual,43.17
3173,Shadow Pack,Casual,13.95
3174,Legendary Bundle,Puzzle,8.86
3175,Void Skin,Racing,19.02
3176,Quantum Crate,RPG,85.12
3177,Shadow Pass,Puzzle,19.69
3178,Shadow Pass,Shooter,23.36
3179,Void Pass,RPG,12.22
3180,Mystic Crate,Racing,18.26
3181,Epic Bundle,Casual,23.11
3182,Void Skin,Simulation,27.26
3183,Mystic Booster,Simulation,22.2
3184,Legendary Chest,Puzzle,21.85
3185,Azure Booster,Adventure,15.69
3186,Epic Pass,Adventure,37.78
3187,Legendary Pack,Puzzle,47.91
3188,Crimson Pass,Sports,55.73
3189,Shadow Bundle,Sports,12.68
3190,Solar Pack,Shooter,10.18
3191,Void Gem,Puzzle,23.89
3192,Mystic Pack,RPG,42.91
3193,Crimson Pass,Strategy,24.39
3194,Quantum Booster,Shooter,17.58
3195,Shadow Crate,Casual,34.53
3196,Quantum Bundle,Simulation,112.69
3197,Mystic Gem,Strategy,11.28
3198,Neon Booster,Sports,54.75
3199,Void Upgrade,Simulation,19.17
3200,Quantum Pass,Adventure,16.29
3201,Legendary Crate,Adventure,40.08
3202,Mystic Bundle,Simulation,21.03
3203,Azure Token,Simulation,11.34
3204,Neon Upgrade,Sports,24.19
3205,Neon Crate,Strategy,26.64
3206,Epic Booster,Strategy,23.95
3207,Neon Skin,Strategy,25.83
3208,Legendary Booster,Strategy,19.34
3209,Solar Booster,Strategy,42.66
3210,Solar Pass,Strategy,28.79
3211,Epic Pack,RPG,9.08
3212,Crimson Booster,Simulation,8.48
3213,Crimson Skin,Casual,62.62
3214,Crimson Booster,Casual,40.41
3215,Crimson Gem,Strategy,28.72
3216,Quantum Token,Simulation,18.14
3217,Neon Chest,Shooter,30.99
3218,Mystic Gem,Casual,44.57
3219,Void Token,Shooter,27.56
3220,Azure Gem,Simulation,36.33
3221,Legendary Pack,Sports,76.93
3222,Azure Pass,Simulation,11.73
3223,Epic Pack,Casual,21.36
3224,Shadow Skin,Racing,46.45
3225,Legendary Gem,Shooter,14.24
3226,Mystic Token,Simulation,22.07
3227,Crimson Pass,Casual,8.51
3228,Crimson Pass,Simulation,81.28
3229,Solar Skin,Racing,19.04
3230,Legendary Gem,Puzzle,22.94
3231,Legendary Pack,Puzzle,17.25
3232,Solar Gem,Adventure,26.64
3233,Azure Upgrade,Sports,26.73
3234,Mystic Chest,Adventure,8.21
3235,Neon Pass,Puzzle,8.78
3236,Mystic Bundle,RPG,46.22
3237,Neon Booster,RPG,44.99
3238,Neon Chest,Casual,37.39
3239,Quantum Crate,Strategy,9.09
3240,Neon Chest,Puzzle,46.73
3241,Neon Bundle,RPG,10.53
3242,Epic Chest,Strategy,19.17
3243,Shadow Crate,Racing,14.83
3244,Solar Booster,Puzzle,144.18
3245,Shadow Token,Simulation,25.74
3246,Void Gem,Shooter,23.72
3247,Shadow Chest,Casual,29.75
3248,Azure Pack,Shooter,36.11
3249,Solar Booster,Shooter,14.3
3250,Epic Chest,RPG,53.74
3251,Void Chest,Simulation,20.99
3252,Quantum Crate,Simulation,5.73
3253,Neon Skin,Simulation,14.1
3254,Shadow Token,Shooter,79.66
3255,Mystic Chest,Adventure,36.03
3256,Quantum Bundle,Strategy,19.34
3257,Shadow Booster,Strategy,39.86
3258,Epic Booster,Puzzle,10.35
3259,Shadow Skin,RPG,40.97
3260,Quantum Pack,Strategy,58.93
3261,Void Token,Casual,15.57
3262,Azure Chest,Simulation,36.04
3263,Neon Bundle,Racing,48.34
3264,Azure Skin,Casual,7.01
3265,Epic Pass,Racing,13.58
3266,Legendary Crate,Adventure,21.19
3267,Void Bundle,Adventure,36.42
3268,Crimson Booster,Puzzle,29.28
3269,Quantum Bundle,Shooter,25.6
3270,Neon Pass,Puzzle,24.32
3271,Epic Crate,Casual,15.73
3272,Void Token,Sports,9.36
3273,Legendary Token,Strategy,26.15
3274,Epic Crate,Puzzle,21.45
3275,Epic Crate,Puzzle,24.0
3276,Epic Pass,Puzzle,21.08
3277,Crimson Bundle,Strategy,35.31
3278,Solar Pass,Racing,11.39
3279,Solar Token,Casual,29.33
3280,Epic Upgrade,Simulation,10.35
3281,Epic Pack,Strategy,28.37
3282,Solar Bundle,Sports,29.89
3283,Void Gem,RPG,12.16
3284,Mystic Skin,Puzzle,46.4
3285,Mystic Gem,Casual,37.05
3286,Quantum Skin,Simulation,18.31
3287,Solar Pack,Casual,18.32
3288,Epic Token,Puzzle,23.02
3289,Crimson Crate,Casual,12.72
3290,Azure Upgrade,Simulation,18.54
3291,Mystic Upgrade,Strategy,46.6
3292,Crimson Gem,RPG,51.0
3293,Legendary Chest,RPG,62.26
3294,Shadow Skin,Puzzle,37.62
3295,Quantum Chest,Shooter,25.53
3296,Azure Bundle,Casual,18.12
3297,Mystic Upgrade,Simulation,15.46
3298,Mystic Skin,Strategy,22.12
3299,Mystic Token,Puzzle,35.42
3300,Legendary Token,Puzzle,24.26
3301,Shadow Pass,Adventure,19.86
3302,Quantum Token,Casual,84.72
3303,Azure Pack,Puzzle,10.23
3304,Crimson Pass,Simulation,33.42
3305,Solar Chest,Sports,7.32
3306,Neon Upgrade,Strategy,19.41
3307,Crimson Skin,Shooter,14.0
3308,Neon Chest,Strategy,22.64
3309,Epic Crate,Adventure,22.82
3310,Neon Bundle,Strategy,12.89
3311,Quantum Skin,RPG,15.09
3312,Quantum Booster,RPG,14.16
3313,Legendary Crate,Adventure,99.56
3314,Quantum Crate,Strategy,11.2
3315,Shadow Chest,Adventure,31.65
3316,Crimson Pass,Racing,6.9
3317,Void Upgrade,Strategy,21.49
3318,Crimson Crate,Racing,52.04
3319,Void Skin,Simulation,48.9
3320,Solar Bundle,Adventure,23.88
3321,Crimson Bundle,Adventure,36.83
3322,Crimson Upgrade,Strategy,23.61
3323,Shadow Pass,Adventure,24.23
3324,Azure Crate,Adventure,10.95
3325,Quantum Bundle,RPG,11.87
3326,Void Pass,Adventure,21.79
3327,Quantum Token,Casual,49.77
3328,Azure Crate,Casual,46.05
3329,Mystic Pack,RPG,12.13
3330,Quantum Crate,RPG,25.08
3331,Neon Token,Simulation,64.34
3332,Legendary Skin,Puzzle,39.39
3333,Solar Pack,RPG,26.24
3334,Crimson Upgrade,Shooter,15.27
3335,Quantum Chest,Shooter,29.36
3336,Legendary Pass,Puzzle,41.21
3337,Mystic Skin,Shooter,22.18
3338,Crimson Crate,Sports,29.65
3339,Azure Pack,Strategy,14.6
3340,Epic Bundle,Simulation,34.25
3341,Epic Bundle,Casual,22.8
3342,Neon Crate,RPG,16.1
3343,Neon Booster,Puzzle,45.53
3344,Solar Pass,Puzzle,51.69
3345,Azure Upgrade,Casual,7.93
3346,Quantum Booster,Shooter,18.99
3347,Neon Gem,Simulation,16.98
3348,Mystic Token,Shooter,21.74
3349,Mystic Pass,Casual,33.62
3350,Mystic Chest,RPG,9.52
3351,Solar Token,Simulation,44.7
3352,Legendary Gem,RPG,15.7
3353,Solar Chest,Adventure,14.97
3354,Legendary Gem,Strategy,31.81
3355,Azure Pass,Sports,55.05
3356,Crimson Chest,Sports,31.27
3357,Legendary Skin,Racing,25.09
3358,Neon Booster,Casual,15.65
3359,Epic Upgrade,Strategy,24.15
3360,Quantum Bundle,Racing,17.95
3361,Mystic Upgrade,Simulation,10.38
3362,Epic Skin,Strategy,26.66
3363,Legendary Upgrade,Casual,44.67
3364,Epic Chest,Sports,20.67
3365,Void Bundle,Sports,69.0
3366,Neon Chest,Adventure,18.91
3367,Mystic Bundle,Racing,14.29
3368,Neon Bundle,Simulation,99.39
3369,Shadow Bundle,Strategy,25.8
3370,Epic Bundle,Adventure,20.8
3371,Void Bundle,Casual,25.95
3372,Crimson Upgrade,Strategy,26.12
3373,Epic Skin,Racing,17.64
3374,Mystic Upgrade,Adventure,25.39
3375,Solar Pack,Strategy,17.71
3376,Azure Upgrade,Puzzle,11.34
3377,Mystic Pack,Casual,16.75
3378,Neon Gem,Puzzle,13.76
3379,Solar Token,Strategy,22.61
3380,Quantum Pass,Adventure,16.49
3381,Mystic Pack,Adventure,70.99
3382,Epic Skin,Puzzle,28.07
3383,Azure Gem,Adventure,6.92
3384,Quantum Chest,Simulation,10.74
3385,Shadow Pack,RPG,24.99
3386,Epic Booster,Adventure,34.7
3387,Quantum Upgrade,Adventure,30.02
3388,Void Crate,Adventure,32.74
3389,Quantum Gem,Strategy,15.56
3390,Legendary Pack,Casual,82.17
3391,Legendary Pass,Racing,16.31
3392,Azure Bundle,Sports,41.23
3393,Legendary Crate,Adventure,10.03
3394,Epic Token,Strategy,10.01
3395,Neon Booster,Strategy,31.35
3396,Crimson Token,Strategy,37.44
3397,Azure Bundle,Adventure,14.42
3398,Quantum Chest,Puzzle,47.29
3399,Azure Bundle,Puzzle,31.1
3400,Legendary Pack,Adventure,27.91
3401,Shadow Token,Puzzle,30.53
3402,Neon Booster,Adventure,27.21
3403,Quantum Upgrade,Puzzle,13.25
3404,Epic Pass,Puzzle,65.38
3405,Azure Bundle,Adventure,39.85
3406,Solar Upgrade,Racing,22.78
3407,Epic Token,Sports,46.56
3408,Legendary Upgrade,Adventure,62.7
3409,Solar Crate,Sports,43.72
3410,Neon Token,Racing,32.35
3411,Epic Pack,Shooter,16.16
3412,Solar Bundle,Racing,16.49
3413,Legendary Gem,Strategy,7.83
3414,Neon Token,Shooter,28.36
3415,Crimson Pack,Strategy,23.68
3416,Quantum Skin,Strategy,6.12
3417,Epic Booster,Sports,5.79
3418,Shadow Skin,RPG,66.69
3419,Azure Bundle,Shooter,8.68
3420,Crimson Token,Shooter,32.96
3421,Solar Upgrade,Adventure,9.88
3422,Void Pass,RPG,55.85
3423,Quantum Bundle,Shooter,35.5
3424,Neon Booster,Sports,33.37
3425,Azure Gem,RPG,13.61
3426,Neon Token,Simulation,31.19
3427,Quantum Gem,Puzzle,18.73
3428,Solar Pass,RPG,9.75
3429,Neon Gem,Casual,19.8
3430,Azure Pass,Adventure,14.8
3431,Epic Bundle,Adventure,13.69
3432,Solar Gem,Simulation,28.15
3433,Neon Upgrade,Puzzle,9.99
3434,Crimson Pack,Sports,58.79
3435,Mystic Crate,Simulation,40.27
3436,Mystic Gem,Simulation,20.84
3437,Neon Pass,Simulation,61.9
3438,Legendary Skin,Strategy,15.02
3439,Void Crate,Shooter,27.66
3440,Neon Pass,Adventure,30.22
3441,Legendary Pass,Adventure,11.58
3442,Epic Pass,Shooter,41.61
3443,Crimson Skin,Racing,14.59
3444,Void Upgrade,Shooter,36.75
3445,Shadow Skin,Racing,25.97
3446,Quantum Chest,RPG,15.37
3447,Epic Pack,Shooter,21.51
3448,Azure Booster,Casual,32.03
3449,Mystic Gem,Puzzle,35.83
3450,Mystic Crate,RPG,8.32
3451,Mystic Upgrade,Shooter,32.42
3452,Neon Skin,Sports,14.34
3453,Quantum Pass,Sports,11.31
3454,Legendary Bundle,Sports,23.23
3455,Quantum Skin,Puzzle,13.52
3456,Shadow Booster,Sports,23.37
3457,Quantum Upgrade,Puzzle,15.07
3458,Mystic Bundle,Sports,28.62
3459,Shadow Token,Racing,39.48
3460,Void Booster,Racing,47.6
3461,Void Booster,Shooter,15.29
3462,Epic Chest,Simulation,19.49
3463,Void Gem,Racing,12.92
3464,Neon Crate,Simulation,16.88
3465,Mystic Skin,Racing,15.27
3466,Epic Crate,Puzzle,30.76
3467,Void Booster,Racing,22.15
3468,Void Gem,Simulation,23.88
3469,Solar Upgrade,Strategy,41.33
3470,Crimson Crate,Simulation,41.09
3471,Neon Skin,Casual,17.7
3472,Shadow Pass,Adventure,3.2
3473,Epic Crate,Shooter,43.3
3474,Solar Bundle,Puzzle,41.12
3475,Azure Pass,Casual,15.85
3476,Epic Gem,Puzzle,29.03
3477,Legendary Gem,Racing,66.15
3478,Quantum Skin,Simulation,67.52
3479,Solar Bundle,Casual,12.42
3480,Crimson Chest,Puzzle,19.64
3481,Crimson Booster,Strategy,8.62
3482,Mystic Token,Strategy,18.43
3483,Shadow Token,Puzzle,16.83
3484,Solar Booster,Racing,5.26
3485,Void Gem,Strategy,45.93
3486,Shadow Token,Racing,57.66
3487,Epic Crate,RPG,51.66
3488,Void Bundle,Sports,43.76
3489,Mystic Booster,Puzzle,8.77
3490,Void Booster,Racing,75.88
3491,Mystic Gem,Adventure,25.25
3492,Solar Skin,RPG,32.05
3493,Neon Token,Casual,46.24
3494,Quantum Crate,Adventure,33.17
3495,Solar Crate,Sports,66.07
3496,Void Pass,RPG,15.78
3497,Mystic Bundle,Shooter,58.32
3498,Epic Chest,Racing,10.12
3499,Solar Crate,Strategy,31.47
3500,Crimson Token,Adventure,17.79
3501,Crimson Booster,Racing,28.07
3502,Azure Gem,RPG,52.25
3503,Epic Bundle,RPG,45.89
3504,Shadow Gem,Casual,24.68
3505,Mystic Chest,Adventure,11.81
3506,Mystic Token,RPG,11.79
3507,Solar Gem,Puzzle,50.81
3508,Void Gem,RPG,26.3
3509,Crimson Bundle,Adventure,16.48
3510,Crimson Crate,Sports,13.95
3511,Legendary Chest,Shooter,34.63
3512,Azure Crate,Casual,71.74
3513,Shadow Gem,Adventure,21.24
3514,Legendary Token,Adventure,44.33
3515,Void Bundle,RPG,12.54
3516,Shadow Skin,Adventure,38.89
3517,Quantum Bundle,RPG,61.59
3518,Neon Pack,Adventure,15.78
3519,Neon Bundle,Strategy,40.06
3520,Crimson Pass,Adventure,27.95
3521,Crimson Upgrade,Simulation,23.81
3522,Solar Bundle,Casual,10.22
3523,Quantum Booster,Casual,11.92
3524,Epic Skin,Simulation,31.1
3525,Azure Gem,Strategy,22.46
3526,Void Skin,RPG,29.72
3527,Epic Pack,Racing,56.47
3528,Crimson Gem,Simulation,10.37
3529,Mystic Pack,RPG,56.4
3530,Void Pass,Simulation,12.62
3531,Crimson Booster,RPG,21.71
3532,Neon Upgrade,RPG,17.64
3533,Legendary Gem,Shooter,13.92
3534,Legendary Upgrade,Sports,81.58
3535,Azure Chest,Racing,27.48
3536,Crimson Pack,Strategy,59.85
3537,Shadow Bundle,Racing,12.9
3538,Neon Bundle,Adventure,23.26
3539,Crimson Gem,Strategy,11.6
3540,Epic Upgrade,Adventure,9.62
3541,Azure Crate,Casual,31.2
3542,Shadow Skin,Racing,25.97
3543,Legendary Bundle,Strategy,40.04
3544,Solar Booster,Strategy,108.38
3545,Mystic Gem,Racing,11.67
3546,Solar Upgrade,Puzzle,18.64
3547,Quantum Crate,Adventure,34.59
3548,Void Booster,Strategy,15.14
3549,Void Pack,Adventure,29.26
3550,Quantum Crate,RPG,18.27
3551,Azure Crate,Casual,19.18
3552,Legendary Bundle,Adventure,12.5
3553,Azure Chest,Casual,30.63
3554,Void Gem,Adventure,29.19
3555,Azure Pack,Puzzle,21.14
3556,Shadow Booster,Racing,36.03
3557,Solar Upgrade,Simulation,18.4
3558,Epic Pass,Puzzle,108.51
3559,Legendary Pack,Shooter,44.85
3560,Crimson Chest,Simulation,41.66
3561,Crimson Pass,Strategy,9.69
3562,Mystic Crate,Shooter,23.45
3563,Epic Gem,Shooter,16.12
3564,Crimson Gem,Sports,18.98
3565,Epic Upgrade,Puzzle,28.85
3566,Mystic Token,Casual,21.11
3567,Shadow Skin,Simulation,21.51
3568,Azure Chest,Racing,50.46
3569,Azure Token,Strategy,15.61
3570,Solar Skin,RPG,24.44
3571,Neon Chest,Strategy,15.34
3572,Neon Booster,Casual,15.42
3573,Neon Token,Adventure,21.41
3574,Void Skin,RPG,50.09
3575,Crimson Chest,Sports,11.54
3576,Shadow Token,Strategy,21.95
3577,Void Skin,Puzzle,23.83
3578,Neon Token,Sports,9.38
3579,Crimson Gem,RPG,15.61
3580,Neon Pack,RPG,38.62
3581,Quantum Crate,Casual,31.27
3582,Mystic Token,Puzzle,30.9
3583,Mystic Bundle,RPG,28.86
3584,Mystic Pack,Strategy,84.59
3585,Neon Pack,Sports,27.0
3586,Shadow Gem,Racing,12.7
3587,Neon Upgrade,Strategy,12.42
3588,Quantum Booster,Racing,21.56
3589,Legendary Pack,Shooter,20.12
3590,Epic Pass,Simulation,17.8
3591,Legendary Crate,Casual,38.5
3592,Quantum Chest,Sports,58.06
3593,Legendary Skin,Simulation,22.09
3594,Epic Upgrade,Strategy,12.1
3595,Epic Gem,Simulation,32.98
3596,Epic Token,Casual,20.76
3597,Quantum Booster,Adventure,22.0
3598,Azure Pass,Simulation,19.33
3599,Legendary Crate,Sports,17.82
3600,Solar Token,Adventure,10.43
3601,Void Pack,Adventure,21.91
3602,Neon Crate,Adventure,20.65
3603,Legendary Pass,Puzzle,15.43
3604,Mystic Chest,Racing,9.58
3605,Quantum Bundle,Strategy,38.14
3606,Legendary Pass,Adventure,11.03
3607,Shadow Bundle,Simulation,25.0
3608,Solar Pass,Racing,32.43
3609,Neon Gem,Strategy,9.48
3610,Quantum Pack,Simulation,17.59
3611,Solar Token,Simulation,40.99
3612,Quantum Booster,Sports,18.59
3613,Epic Bundle,Strategy,6.56
3614,Mystic Token,Racing,34.56
3615,Shadow Booster,Puzzle,18.67
3616,Epic Booster,Strategy,21.92
3617,Void Upgrade,Shooter,20.5
3618,Legendary Upgrade,Strategy,38.89
3619,Mystic Gem,Strategy,56.91
3620,Mystic Upgrade,RPG,72.18
3621,Solar Gem,Racing,56.33
3622,Quantum Bundle,Strategy,21.8
3623,Neon Upgrade,Adventure,27.48
3624,Azure Gem,Puzzle,7.56
3625,Mystic Pack,Shooter,37.31
3626,Neon Pack,Adventure,18.32
3627,Legendary Gem,Simulation,9.91
3628,Epic Booster,Shooter,55.0
3629,Void Upgrade,Puzzle,37.87
3630,Void Gem,Shooter,61.62
3631,Epic Pack,Shooter,16.61
3632,Azure Crate,Simulation,8.87
3633,Void Crate,Adventure,58.47
3634,Quantum Upgrade,RPG,16.55
3635,Shadow Chest,Racing,22.93
3636,Crimson Booster,RPG,58.94
3637,Azure Crate,Sports,12.34
3638,Legendary Pass,Simulation,18.99
3639,Void Token,RPG,13.69
3640,Epic Bundle,RPG,23.71
3641,Quantum Bundle,RPG,22.5
3642,Quantum Skin,Casual,13.61
3643,Legendary Pack,Casual,21.5
3644,Shadow Pack,Casual,33.98
3645,Quantum Skin,Puzzle,37.0
3646,Neon Booster,Racing,28.33
3647,Mystic Booster,Casual,28.39
3648,Legendary Skin,Casual,9.82
3649,Mystic Upgrade,Puzzle,50.79
3650,Azure Pass,Strategy,29.44
3651,Void Upgrade,Strategy,53.89
3652,Solar Upgrade,Puzzle,33.26
3653,Legendary Gem,Adventure,43.49
3654,Neon Chest,Strategy,12.86
3655,Solar Token,Adventure,141.82
3656,Void Pass,Shooter,28.52
3657,Crimson Pack,Adventure,42.62
3658,Mystic Gem,Puzzle,34.65
3659,Crimson Pack,Sports,15.6
3660,Legendary Upgrade,Simulation,15.03
3661,Azure Gem,Shooter,25.0
3662,Void Booster,Shooter,13.52
3663,Shadow Pass,Strategy,70.94
3664,Crimson Pass,Shooter,30.92
3665,Azure Gem,Simulation,53.39
3666,Azure Token,Sports,37.38
3667,Azure Chest,Racing,13.47
3668,Azure Bundle,Casual,32.3
3669,Shadow Pack,Strategy,42.37
3670,Mystic Booster,Strategy,25.26
3671,Shadow Crate,Strategy,13.95
3672,Void Bundle,Racing,18.7
3673,Legendary Pack,Sports,30.2
3674,Shadow Skin,Adventure,41.81
3675,Neon Gem,Racing,11.93
3676,Quantum Crate,Shooter,16.46
3677,Legendary Token,Puzzle,40.44
3678,Shadow Pack,RPG,12.25
3679,Legendary Pack,Sports,23.07
3680,Quantum Booster,Casual,23.18
